word,freq
NUMBER,56328
com,2809
company,2523
http,2460
u,2401
e,2269
price,1921
email,1763
get,1666
please,1642
information,1510
www,1496
statement,1404
time,1291
may,1289
one,1280
make,1241
security,1172
contact,1158
stock,1148
r,1144
p,1134
new,1083
look,1074
product,1065
c,1018
use,1017
go,1001
offer,989
mail,961
free,950
money,950
b,927
within,910
number,898
message,889
take,884
br,862
click,861
need,861
include,859
year,851
day,837
pills,837
send,836
report,835
address,834
order,833
x,831
computron,823
service,801
like,793
investment,787
font,782
want,775
net,772
f,757
list,755
remove,749
g,740
work,733
professional,730
online,729
million,720
best,718
business,704
know,695
link,694
future,690
n,689
save,688
result,682
would,677
l,674
receive,673
provide,659
cd,655
size,651
inc,639
forward,636
high,635
see,632
market,630
gas,626
office,621
sale,621
v,615
many,612
microsoft,610
news,610
give,606
act,602
system,600
say,598
software,598
also,595
special,593
low,587
info,587
account,586
site,579
share,567
today,567
could,564
without,563
available,559
pay,548
stop,546
world,540
face,539
xp,531
±,529
h,528
name,524
well,519
long,516
dollar,515
subject,511
state,507
prescription,506
international,505
visit,503
reply,503
viagra,501
base,492
adobe,483
project,478
find,475
program,473
sell,470
come,469
believe,466
good,465
claim,464
fact,462
re,457
event,457
buy,457
part,454
expect,450
month,449
technology,449
section,448
pill,448
oil,448
phone,444
td,444
mg,442
next,440
risk,438
hour,432
advice,432
color,432
th,430
internet,426
regard,426
dvd,424
customer,424
html,421
per,420
last,419
˝,419
home,415
cialis,415
full,411
great,409
window,409
detail,404
show,404
two,402
back,401
interest,401
line,396
performance,394
w,389
change,389
follow,388
first,384
every,384
watch,384
term,384
drug,383
pro,381
draw,381
energy,379
due,378
way,377
increase,375
align,374
week,372
href,372
late,372
feature,370
process,370
source,369
fax,367
industry,367
newsletter,365
help,361
place,357
content,356
nbsp,355
right,354
release,353
people,351
mean,351
bank,349
even,349
life,348
invest,347
thank,345
quality,344
check,342
title,342
investor,340
soft,340
dealer,338
action,336
start,336
mx,333
thousand,332
ship,331
m,331
require,330
much,327
fund,327
trade,326
note,326
must,325
call,324
oo,324
health,323
mr,323
drive,321
read,320
country,320
party,319
notice,319
involve,318
body,317
register,317
·,316
thanks,314
estimate,313
profile,311
position,310
wish,309
center,308
easy,307
biz,306
copy,306
php,301
computer,298
current,297
windows,297
deal,295
consider,295
target,294
cost,293
material,292
tr,292
k,291
expectation,291
duty,291
department,290
property,289
ali,288
private,285
form,284
keep,284
growth,282
via,281
rate,281
cause,281
move,280
complete,279
try,279
mobile,279
transfer,278
hold,277
minute,275
card,274
request,274
real,274
lot,273
canada,273
lottery,273
text,272
lose,271
med,271
