word,freq
NUMBER,16913
ect,7796
enron,4827
hou,2971
please,1343
sally,1079
business,1004
lon,1001
,975
risk,962
subject,938
need,920
would,906
cc,881
pm,876
work,870
forward,849
corp,848
report,790
houston,771
time,746
know,742
management,729
process,681
group,666
meeting,666
thanks,666
office,642
get,626
new,626
global,621
review,613
week,572
information,547
also,545
regard,537
let,537
trading,535
make,530
may,516
follow,515
u,515
team,512
go,507
operation,499
issue,492
development,476
ena,475
day,475
call,474
system,468
question,464
mike,464
e,463
one,454
beck,452
london,445
provide,441
date,436
book,433
com,432
change,430
use,424
support,421
deal,420
like,418
request,417
list,414
position,411
year,397
re,388
plan,385
market,382
gas,380
na,375
meet,368
trade,367
see,366
think,366
take,359
next,359
communication,356
give,345
include,341
power,341
want,340
th,340
resource,333
help,332
service,329
john,325
well,324
schedule,324
p,322
price,319
control,319
commodity,312
number,311
david,303
product,303
receive,297
contact,296
month,294
send,294
discuss,292
employee,290
project,290
mark,288
brent,287
activity,286
note,284
update,279
attach,279
sap,279
energy,278
continue,271
look,271
people,269
end,268
company,263
role,261
thank,260
data,260
analyst,258
last,257
today,255
michael,255
associate,254
problem,250
feedback,250
america,249
unit,249
message,249
mary,248
back,247
financial,245
commercial,245
complete,242
set,242
mail,241
prc,239
manager,238
ew,238
ted,237
transaction,236
richard,234
jeff,233
friday,233
var,232
monday,230
shona,230
steve,227
find,225
rick,225
currently,224
jordan,223
bob,222
action,222
responsibility,221
current,220
could,219
x,216
level,216
scott,216
limit,216
first,215
name,214
manage,211
comment,210
ask,209
cost,209
l,208
good,208
within,208
move,207
north,206
director,206
create,204
interview,201
metal,201
trader,198
result,197
join,197
dpr,197
require,195
fernley,195
base,194
point,191
eol,191
beth,191
sheila,190
two,190
due,189
reporting,188
legal,187
start,185
contract,185
ees,184
still,183
effort,183
president,182
since,180
hope,178
program,178
opportunity,178
credit,178
place,178
detail,177
open,175
account,175
ee,175
come,174
put,174
r,174
c,174
attend,172
possible,171
do,171
staff,170
talk,170
value,170
user,169
cash,169
address,169
customer,168
focus,167
mg,167
great,166
function,166
individual,166
performance,165
net,164
email,164
w,163
joe,163
item,162
additional,161
james,161
way,159
concern,159
unify,159
able,159
however,159
standard,159
best,158
sure,157
ensure,156
order,155
origination,155
sent,154
barry,154
area,153
believe,153
operational,152
copy,152
understand,152
hall,151
form,151
feel,151
europe,150
application,148
b,148
per,147
option,147
requirement,147
daily,147
available,145
confirmation,145
robert,144
offer,144
causey,143
audit,143
tim,143
texas,143
vice,142
greg,142
responsible,142
show,140
close,140
status,140
summary,139
settlement,139
leave,137
agree,137
keep,137
doorstep,137
location,136
accounting,136
develop,136
say,136
draft,136
several,135
final,135
chairman,135
thomas,135
around,134
march,134
long,134
desk,134
corporate,134
event,134
discussion,133
july,133
controller,132
experience,131
many,131
mid,131
solmonson,130
executive,130
chris,130
memo,129
soon,129
lead,129
specific,129
late,128
part,127
fyi,127
j,127
sheri,127
tuesday,127
try,127
key,126
line,126
approval,126
discus,126
job,125
dyson,125
canada,125
click,125
test,125
wilson,124
thursday,124
night,124
wednesday,124
presentation,124
morning,124
confirm,124
increase,123
eb,123
murphy,123
together,123
full,122
basis,122
identify,121
etc,121
flow,121
document,120
kevin,120
must,120
internal,119
rac,119
database,119
analysis,119
todd,119
already,118
brian,118
add,118
thing,118
june,118
west,118
payment,118
prior,116
policy,116
much,116
access,115
buy,115
aa,115
view,115
candidate,115
original,115
return,114
model,114
enw,114
sign,113
april,113
physical,112
october,111
eel,111
wholesale,110
non,110
japan,110
brenda,110
hold,109
head,109
structure,109
attached,108
broadband,108
enrononline,108
center,108
type,108
tax,108
interest,107
paul,107
egm,107
share,106
asset,106
run,106
select,106
november,105
aep,105
supervisor,104
thought,104
future,104
september,104
determine,104
phone,104
enronxgate,104
across,103
step,103
begin,103
organization,102
large,102
high,102
early,101
might,101
senior,101
calgary,101
leslie,100
everyone,100
mm,99
appreciate,99
term,99
curve,99
glover,98
expect,98
tell,98
tomorrow,98
white,98
ut,98
february,96
effective,96
remain,96
allow,96
promotion,96
jim,96
relate,95
important,95
member,95
tom,95
security,94
different,94
f,94
uk,94
hr,94
consider,94
three,93
delivery,93
addition,93
file,93
post,93
kim,92
record,92
session,91
conference,91
free,91
appropriate,90
present,90
officer,90
december,90
dear,90
average,90
suggest,90
person,90
therefore,90
seem,89
deadline,89
cindy,88
participate,88
establish,88
v,88
whether,88
andrew,88
really,87
capital,87
upon,87
chief,86
documentation,86
student,86
peggy,86
dave,86
communicate,85
