word,freq
NUMBER,24010
enron,5496
et,1592
gas,1490
com,1304
please,1176
capacity,1027
market,940
energy,910
new,887
price,756
service,749
information,742
year,729
power,714
e,706
would,701
tw,694
mmbtu,691
rate,688
subject,676
california,652
pipeline,638
day,633
u,591
company,580
time,572
cera,571
call,567
pm,566
say,559
question,552
use,550
message,548
make,535
,525
business,514
employee,514
contract,509
need,503
also,486
one,469
houston,466
may,464
system,461
week,460
include,458
michelle,451
request,450
change,447
go,446
el,444
thanks,437
paso,437
mail,436
http,434
state,429
provide,417
work,409
get,408
take,404
know,401
per,399
www,399
point,398
project,397
see,392
team,389
line,388
follow,387
cc,382
report,381
list,375
demand,371
available,370
delivery,368
customer,361
continue,358
forward,358
term,357
contact,353
natural,351
mmcf,351
supply,349
re,341
average,339
p,333
shipper,332
last,330
meeting,325
high,325
cost,324
sent,323
order,319
issue,318
original,318
expect,317
transwestern,316
month,313
base,310
th,307
friday,307
help,300
lokay,299
like,298
plan,296
pg,290
center,288
plant,288
storage,286
come,284
end,282
increase,281
number,280
receive,280
group,278
open,275
let,274
event,273
ferc,272
could,271
well,271
give,267
two,266
attach,265
volume,265
program,257
send,256
want,255
schedule,253
look,253
today,251
ets,249
first,248
august,248
next,247
management,246
san,246
file,245
date,245
october,245
click,244
utility,243
option,242
begin,241
agreement,239
post,238
email,237
corp,236
note,236
part,232
access,231
additional,229
conference,228
process,227
review,227
complete,227
member,225
january,224
facility,222
level,221
september,221
west,219
flow,218
thursday,218
monday,215
support,214
form,214
november,214
february,212
north,209
daily,209
texas,208
way,207
deal,205
march,204
risk,202
juan,201
july,200
offer,200
bcf,200
fuel,197
marketing,196
name,195
million,193
back,192
find,189
right,188
industry,187
add,186
account,185
require,185
western,184
join,184
wednesday,183
think,183
basis,183
december,183
area,182
product,181
firm,180
tuesday,180
kevin,179
season,179
current,178
commission,178
remain,177
office,177
credit,177
good,177
set,177
meet,176
run,176
large,176
place,175
transportation,174
receipt,174
update,173
director,173
operation,172
john,172
winter,171
address,170
steve,170
c,170
american,169
bid,169
ca,168
comment,166
hyatt,165
generation,165
trading,165
total,164
development,163
great,163
result,162
hold,162
transmission,162
socal,161
east,161
fax,160
june,159
still,159
transaction,159
opportunity,158
future,158
ticket,158
even,157
expansion,157
weather,157
start,156
resource,155
unit,155
president,154
electric,154
lateral,154
mark,153
sell,153
pay,152
site,152
associate,152
free,151
three,150
america,149
inc,149
concern,148
lorraine,147
however,147
move,146
asset,146
april,146
long,145
b,145
problem,144
thank,143
home,143
late,143
oil,143
usa,143
eb,142
much,142
low,141
online,140
already,140
show,140
ask,140
deliveries,140
must,139
effective,139
action,139
bring,138
currently,138
exist,137
lee,136
united,136
production,135
steven,135
propose,135
jeff,135
early,135
pressure,134
electricity,134
since,134
keep,133
harris,133
build,133
phone,133
interest,132
attend,131
policy,131
due,130
value,130
detail,130
visit,129
global,128
analysis,128
possible,128
mike,128
operate,128
chairman,128
purchase,127
regard,127
dennis,127
tariff,126
x,126
station,126
differential,126
impact,125
several,125
copy,125
full,125
check,124
load,124
decision,124
application,124
close,124
susan,123
nesa,123
hea,123
addition,122
hour,122
