word,freq
NUMBER,23157
schedule,3048
data,2090
database,2052
dbcaps,2010
alias,1336
unknown,1335
final,1187
iso,1079
hour,1075
date,1053
message,1046
california,1002
hourahead,959
start,848
portland,819
error,779
operation,772
file,762
close,731
deal,725
variance,713
log,712
txt,700
westdesk,698
perform,694
parsing,688
detect,649
please,643
time,619
ancillary,602
award,593
enron,589
term,578
epmi,548
mw,516
type,479
bill,439
com,429
day,419
know,416
id,407
short,387
e,371
total,369
subject,363
real,363
p,354
thanks,344
trans,344
pm,317
price,310
question,308
need,306
prefer,303
energy,300
long,299
market,298
mail,296
get,289
original,287
let,283
load,283
would,274
change,260
power,258
find,256
call,255
number,254
require,252
sent,250
desk,247
sc,245
make,244
williams,237
next,226
go,225
say,222
detail,217
new,216
work,213
group,213
july,208
kate,208
like,205
see,204
fail,200
may,198
sell,197
u,191
download,191
transaction,190
manual,188
buy,187
take,187
intervention,186
send,185
information,185
re,182
point,181
mwh,177
system,176
june,174
northwest,173
mkt,173
already,171
user,170
iii,169
one,169
service,166
southwest,166
also,165
follow,162
order,160
purchase,159
august,158
request,157
palo,157
enrj,157
available,156
c,155
friday,154
back,153
trade,153
ect,150
report,150
individual,149
monday,148
month,148
state,146
west,146
want,145
ahead,144
cc,140
locate,140
th,139
good,135
match,134
unable,134
progress,132
sp,130
enpower,127
peak,125
use,124
interchange,123
look,122
amy,121
st,120
help,120
assign,120
revised,119
table,119
cost,117
employee,115
business,114
caiso,114
provide,113
regard,113
tuesday,113
transmission,113
last,112
week,112
trader,111
mid,108
chris,107
unit,107
meeting,105
enter,105
include,104
could,104
epe,104
first,103
charge,103
preferred,103
op,103
book,102
company,102
come,102
tag,102
think,101
hourly,101
ferc,101
firm,100
contact,99
symes,99
access,98
thursday,97
grand,97
line,96
trading,95
run,95
virginia,94
give,93
today,93
path,93
check,93
john,93
sale,92
customer,91
pge,91
two,90
note,89
well,89
forward,88
grace,88
notice,87
phone,87
issue,87
ciso,87
position,86
plan,85
team,85
receive,84
add,84
cut,84
bpa,83
update,83
email,83
wednesday,82
still,82
year,82
room,82
show,81
problem,80
review,80
np,80
stwbom,79
sure,78
tie,78
set,77
http,77
keep,77
sheet,77
thank,77
try,76
ask,76
name,76
comment,76
engy,76
post,75
currently,75
generator,75
el,74
right,73
mark,73
put,73
volume,73
paso,73
interchg,72
morning,71
process,71
seller,71
x,70
david,70
delivery,70
pv,70
participant,69
mike,68
amount,68
settlement,68
interview,67
office,67
mailto,67
rate,67
due,67
complete,67
houston,66
pay,66
corp,66
eol,66
general,66
high,65
risk,65
w,65
end,64
minute,64
thing,64
people,64
jon,63
management,63
place,62
able,62
list,62
tell,61
confirm,61
little,60
mpc,60
fee,60
stsw,60
great,58
sunday,58
contract,58
annuity,58
control,58
meet,58
create,58
refund,58
resource,58
saturday,57
manager,57
opportunity,56
tim,56
support,56
field,56
bal,56
much,55
leave,55
event,55
submit,55
attach,55
ryan,55
bid,55
guy,54
per,54
loss,54
do,54
bloomberg,54
server,54
cara,53
course,53
wscc,53
either,53
steve,53
america,53
prescheduled,53
game,53
spl,52
communication,52
conference,52
base,52
account,52
sql,52
north,52
reply,52
greg,51
outage,51
expect,51
generation,51
michael,51
hel,51
operate,51
tblloads,51
status,50
way,49
concern,49
non,49
best,49
pdx,48
fitzpatrick,48
expense,48
program,48
many,48
condition,48
agreement,48
free,47
must,47
application,47
net,47
practice,47
dec,47
commission,47
procedure,47
nov,47
later,46
feel,46
continue,46
inc,46
answer,46
copy,46
ticket,46
import,46
ectstsw,46
tomorrow,45
interested,45
fw,45
address,45
policy,45
around,45
talk,44
dave,44
electricity,44
reduce,44
begin,44
might,44
export,44
kevin,44
page,44
kysa,44
another,43
yes,43
night,43
hope,43
hou,43
area,43
gas,43
client,43
every,43
lisa,43
anything,42
cap,42
anyone,42
flow,42
confirmation,42
pacific,42
reach,41
doc,41
current,41
marketing,41
model,41
letter,41
even,41
april,40
summer,40
allen,40
soon,40
dispatch,40
notification,40
output,40
equal,40
department,40
attempt,40
thompson,39
dispute,39
read,39
move,39
correct,39
however,39
imbalance,39
agree,39
relation,39
sw,39
plant,38
reminder,38
party,38
attend,38
reflect,38
view,38
response,38
appropriate,38
hold,38
global,38
daily,38
foster,38
link,38
since,38
alport,38
lock,38
old,38
web,37
site,37
interest,37
financial,37
possible,37
q,37
reason,37
prior,37
park,37
counterparty,36
allow,36
believe,36
jeff,36
additional,36
home,36
within,36
offer,36
emergency,36
manage,36
value,36
robert,36
less,36
public,36
click,36
pma,36
discussion,36
gail,36
mt,35
b,35
presto,35
n,35
oasis,35
utility,35
davis,35
afternoon,34
hi,34
three,34
clear,34
governor,34
fax,34
ca,34
associate,34
september,34
direction,34
si,34
play,33
wolfe,33
cal,33
rodriguez,33
share,33
implement,33
second,33
buyer,33
care,32
couple,32
period,32
law,32
npl,32
l,32
idea,32
credit,32
addition,32
never,32
select,32
yet,32
result,32
operator,32
mead,32
jim,32
sign,32
describe,32
really,31
bad,31
late,31
early,31
function,31
section,31
independent,31
physical,31
fran,31
attached,31
stage,31
distribution,31
item,31
todd,31
something,30
ok,30
together,30
actually,30
cell,30
belden,30
committee,30
fyi,30
job,30
record,30
inquiry,30
develop,30
v,30
happen,30
director,30
discuss,30
ramp,30
h,30
several,30
card,30
oct,30
semperger,29
profit,29
write,29
part,29
save,29
key,29
feedback,29
pull,29
aps,29
official,29
travel,29
experience,29
form,29
supply,29
kathy,29
join,29
heather,29
water,29
fix,29
jones,29
lst,29
cover,29
performance,29
oregon,29
division,29
stock,29
hey,28
open,28
geir,28
fact,28
understand,28
recent,28
ensure,28
wholesale,28
large,28
million,28
speak,28
sempra,28
g,28
effective,28
effort,28
bring,28
fall,28
sdgl,28
case,27
hear,27
mean,27
hire,27
western,27
reserve,27
person,27
responsible,27
requirement,27
yesterday,27
online,27
analysis,27
stop,27
option,27
lotus,27
stan,27
supps,27
agency,27
nw,27
past,27
soccer,27
wserv,27
weekend,26
shift,26
nerc,26
accurate,26
staff,26
location,26
skill,26
direct,26
susan,26
respond,26
al,26
generate,26
harbor,26
delano,26
walc,26
accept,26
occur,26
duke,26
malin,26
hall,26
justin,26
sound,25
oh,25
seem,25
sorry,25
craig,25
test,25
example,25
security,25
conflict,25
determine,25
structure,25
federal,25
city,25
decision,25
head,25
member,25
info,25
appear,25
entry,25
adjustment,25
approval,25
keoni,25
scott,25
gov,25
executive,25
level,25
small,25
button,25
jill,25
chief,25
lending,25
turn,25
org,25
anderson,25
www,24
capacity,24
administration,24
benefit,24
visit,24
learn,24
session,24
statement,24
maintain,24
upon,24
version,24
cob,24
product,24
otherwise,24
news,24
miss,24
rout,24
side,24
action,24
supplemental,24
wheel,24
preschedule,24
money,24
ql,24
rndmtn,24
pick,23
stay,23
though,23
whether,23
mind,23
others,23
reference,23
train,23
future,23
evelyn,23
document,23
slinger,23
always,23
analyst,23
crisis,23
become,23
activity,23
hotel,23
demand,23
montana,23
advise,23
etc,23
entire,23
website,23
adjust,23
almeida,23
puget,23
someone,23
aug,23
ad,23
bert,23
south,23
crcommunications,23
chip,23
concur,23
green,23
remember,22
probably,22
world,22
across,22
return,22
important,22
easy,22
class,22
limit,22
fire,22
emission,22
top,22
hit,22
indicate,22
title,22
ena,22
resume,22
meyers,22
holden,22
fc,22
four,22
mitigation,22
zero,22
whourly,22
rest,22
far,21
tom,21
paul,21
away,21
realtime,21
fill,21
draft,21
training,21
without,21
president,21
candidate,21
capital,21
decide,21
previous,21
resolve,21
role,21
solberg,21
admin,21
responsibility,21
technical,21
scheduling,21
october,21
recommendation,21
everyone,21
notify,21
directly,21
appreciate,21
house,21
chairman,21
sort,21
jan,21
netscape,21
adam,21
word,20
scholtes,20
machine,20
happy,20
split,20
instead,20
pg,20
assistance,20
van,20
hood,20
debra,20
alan,20
remain,20
explain,20
implementation,20
yahoo,20
intend,20
ice,20
murray,20
pst,20
calculate,20
drive,20
ee,20
fine,20
tm,20
le,20
hlh,20
martel,20
ref,20
window,20
bob,20
harshbarger,20
mon,20
consultant,20
deficient,20
dear,19
establish,19
strategy,19
source,19
investment,19
enronxgate,19
attention,19
bc,19
announce,19
inform,19
broker,19
reservation,19
revise,19
baker,19
exist,19
electric,19
lt,19
mws,19
friend,19
default,19
negotiate,19
affect,19
compliance,19
input,19
rating,19
shot,19
dynamic,19
preparing,19
suddenly,19
november,19
ecthou,19
pverde,19
pretty,18
internal,18
pre,18
certain,18
basis,18
recommend,18
involve,18
tool,18
increase,18
clemons,18
via,18
claim,18
instruction,18
code,18
j,18
assist,18
whole,18
serve,18
raise,18
spreadsheet,18
guzman,18
smith,18
cash,18
deliver,18
exchange,18
hackney,18
co,18
browser,18
maintenance,18
produce,18
wheelabrator,18
flat,18
timeline,18
build,18
grid,18
aware,18
focus,18
officer,18
brad,18
different,18
urgent,18
ttc,18
spot,18
nsf,18
diana,17
school,17
coordinator,17
tape,17
deadline,17
board,17
industry,17
strip,17
screen,17
powerex,17
hello,17
chang,17
aep,17
steiner,17
recognize,17
solution,17
pager,17
kourtney,17
sierra,17
tba,17
matter,17
intern,17
megawatt,17
center,17
street,17
washington,17
challenge,17
asp,17
bland,17
calpine,17
darrin,17
lp,17
love,16
maybe,16
cool,16
lot,16
password,16
live,16
welcome,16
gray,16
dinner,16
guess,16
act,16
porter,16
cause,16
contain,16
swap,16
operating,16
ability,16
least,16
priority,16
purpose,16
related,16
